PK_InfoEmpresas;nm_razao_social;fl_matriz
5168;TECIDOS MICHELLE LTDA ME;sim
5170;POUSADA DO SOL MOTEIS E TURISMO LTDA;sim
5172;ELEICOES 2004 ANTONIETA DI MANSO PREFEITO;sim
5174;MIGUEL DONIZETTI MEDALLA ME;sim
5176;TOOTAL EMBALAGENS LTDA;sim
5178;JOAO PEDRO BEDIM;sim
5181;CARLOS ALEXANDRE DE MORAIS ESTACIONAMENTO ME;sim
5184;SAUNA NACOES UNIDAS LTDA;sim
5186;VZW LANCHES LTDA;sim
5188;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PR;sim
5190;ANTONIO JOSE DA SILVA RUBIM;sim
5192;LUCIANO OLIVEIRA DA SILVA ME;sim
5194;T P V CONSTRUCOES ELETRICAS LTDA;sim
5197;ELEICOES 2004 GERALDINO EVANGELISTA DE ANDRADE VEREADOR;sim
5199;ELEICOES 2004 CF PARAGUACU MG COMITE FINANC MUN P VEREADOR PSL;sim
5201;LUIZA DE FATIMA CAMPOS DE SOUZA;sim
5204;E C PINTO PRADO & CIA LTDA;sim
5206;GERSON OLIVEIRA DO NASCIMENTO;sim
5208;DJANIRA UBERNA;sim
5210;RIO GRANDE COMPANHIA DE CELULOSE DO SUL;nao
5212;MAMORE AUTO POSTO LTDA;sim
5215;PEDRO DAMASCENO PINHEIRO ME;sim
5218;CLEUSA APARECIDA DE MELO & CIA LTDA;sim
5221;FLORACI LEITE;sim
5224;CASA DE CARNES ALVATINGA LTDA;sim
5226;MARIA DA LUZ FELIPE DA CUNHA;sim
5229;AUTO POSTO COLORADAO LTDA;sim
5232;BELMIRA FERRANTE CORREA;sim
5234;ELEICOES 2004 FLAVIO CIRINO DE ANDRADE VEREADOR;sim
5236;MR RODRIGUES COELHO ME;sim
5238;CICLE CARLITO COMERCIO DE PECAS PARA BICICLETAS LTDA ME;sim
5241;MARIA ZULMIRA DA SILVA ME;sim
5244;CINE FOTO COLORADO LTDA ME;sim
5246;ASSOCIACAO DE DIREITO 2001 2006 DA FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS UNIPAC;sim
5248;OMAR HENRIQUE COSTA;sim
5251;JANICE REINICH SMANIOTO ME;sim
5253;ANTONIO FRANCELINO NASCIMENTO ME;sim
5255;OLAVO ANISIO FERREIRA;sim
5257;HORACIO SEGUNDO MEDEIROS ARNAUD ME;sim
5259;SERGIO MEDEIROS LOPES JUNIOR ME;sim
5262;IZILDA DE FATIMA SILVA MERCEARIA ME;sim
5264;LANCHONETE LINZMEYER LTDA;sim
5266;ELEICOES 2004 ROSANE MARIA CARDOSO DANTAS VEREADOR;sim
5268;ELEICOES 2004 JOACIR DE OLIVEIRA COSTA VEREADOR;sim
5270;ELEICOES 2004 RAUL CEZAR ARAUJO ABRANTES VEREADOR;sim
5272;ELEICOES 2004 VANDERLEI DA SILVA VEREADOR;sim
5274;ELIZEU DOS SANTOS REPRESENTACOES ME;sim
5276;ELEICOES 2004 CF BELO HORIZONTE MG COMITE FINANC MUN UNICO PFL;sim
35332;BIOSEV TERMINAIS PORTUARIOS E PARTICIPACOES LTDA;sim
5279;ARTUR WATT IRMAO CIA LTDA;sim
5281;F A M MARTINS & CIA LTDA;sim
5283;INSTITUTO DE ENSINO E ASSISTENCIA TECNICA ELETRONICA LT;sim
5285;COMERCIO DE MADEIRAS JVL LTDA ME;sim
5288;CRISPAULO COMERCIO DE ROUPAS LTDA ME;sim
5290;O BARISTA CAFE LTDA ME;sim
5293;AFM MODALIDADE LOTERICA LTDA ME;sim
5296;ELEICAO 2008 JOAO BATISTA SILVA DE SOUZA VEREADOR;sim
5298;JOSE ANDRADE TITSKI ME;sim
5301;MARSA EXPORTACAO & IMPORTACAO LTDA;sim
5303;JOTAEME PLASTICOS LTDA;sim
5305;CANTAREIRA SERRALHERIA COMERCIO E MONTAGEM DE LUMINOSOS LTDA;sim
5307;ISABEL DA SILVA CIUNECK ME;sim
5309;DOBLE FACE CHOPERIA E PETISQUEIRA LTDA ME;sim
5311;RENASCENCA SA PARTICIPACOES E INVESTIMENTOS;sim
5314;TADEU B GENARI ALVES ME;sim
5316;JOAO CARLOS RODRIGUES DA SILVA;sim
5318;PANIFICACAO REVELACAO LTDA;sim
5320;DEMETRIO NATAL DA SILVA;sim
5323;PORTO PECAS EPP LTDA;nao
5325;ETELVINO POLETTO;sim
5328;J GOMES;sim
5330;PROMON ENGENHARIA LTDA;nao
5332;MICRO AUTO PECAS LTDA ME;sim
5334;ANTONIO JOSE DA SILVA;sim
5336;RENATO PEDRO DILL;sim
5338;VERMAR ARQUITETURA E ENGE PROJETOS E CONSTRUCOES LTDA;sim
5340;JOSE EVARISTO DA COSTA;sim
5343;OLGA LUCIA ROHRIG HENRICH;sim
5345;ITAOCA USINAGEM E MONTAGEM INDUSTRIAL;sim
5348;IGUACU VETERINARIA REPRESENTACOES COMERCIAIS LTDA;sim
5350;HELMUTH RICHTER;sim
5352;RESTAURANTE E PIZZARIA LA CASCINA LTDA ME;sim
5354;AVISAN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;sim
5356;CONDUGEL COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA ME;sim
5359;DECASTRO CORRETORA DE SEGUROS LTDA;sim
5361;ELJU REPRESENTACOES LTDA;sim
5363;MERCEARIA ITAGUACU LTDA;sim
5366;LUIZ CLEMENTE MAINERI ME;sim
5368;BAR CHOPP GUADALAJARA LTDA;sim
5370;ADRIANO VIEIRA DOS SANTOS;sim
5372;CALIOPE REPRESENTACOES E ASSESSORIA LTDA;sim
5375;PREMIER PRODUCOES LTDA;sim
5378;CONFECCOES E CREACOES WOYAGE LTDA;sim
5380;ASSOCIACAO COMUNITARIA MONTE AZUL;nao
5382;JOSE ACACIO BEZERRA;sim
5385;LUIZ ANTONIO SARTI DOIS CORREGOS;sim
5387;MODAS LESMOA LTDA;sim
5390;PROMOCOES ARTISTICAS ELDORADO LTDA SC;sim
5392;COMERCIO DE ROUPAS FEITAS GOLDEN STAR LTDA;sim
5394;ISMENIA BERALDO DE PAIVA ME;sim
5396;INCORPORADORA MORADA BELA LTDA;sim
5399;TRANSPANGARE TRANSPORTES LTDA;sim
5402;ORLANDO JOSE BERTO;sim
5404;JOSE HUMBERTO DE OLIVEIRA;sim
5407;BAR BATANA LTDA;sim
5409;G R DE OLIVEIRA;sim
5411;SOR MERCEARIA E BAR LTDA;sim
5413;J A DA ROCHA ARMARINHOS;sim
5415;MAC ADMINISTRACAO ASSESSORIA E PLANEJAMENTO SC;sim
5417;GERALDO ANTONIO KREVER;sim
5419;PREVENCAO CONTRA INCENDIO LTDA;sim
5422;JULI S FASHION CONFECCAO COMERCIO E REPRESENTACOES LTDA;sim
5424;RENATO LUIZ DA SILVA;sim
5426;MERIDIONAL CARGAS LTDA;nao
5429;JULIO CESAR CHIDIAC FARAH;sim
5431;DIRCE G CORREIA GESSO ME;sim
5434;ODAIR MELON ME;sim
5436;ROSELI PEREIRA GROSSO;sim
5438;CARLOS EDUARDO P DE FARIAS ME;sim
5441;CASA DE CARNE KELLER LTDA;sim
5443;JOSE TRAJANO SOBRINHO CALCADOS;sim
5445;EMPRESA DE TRANSPORTES PARAISO LTDA;nao
4183;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PSDC;sim
5449;TICKET SERVICOS SA;nao
5451;CENA CENTRO DE ENCONTRO DAS ARTES;sim
5453;POSTO DE SERVICO PARK SUL LTDA ME;sim
5455;SEVERINO JOAO DA SILVA BAR E EMPORIO;sim
5457;GIIESP GRUPO DE INT E INTEMPRESARIAL DE SAO PAULO;sim
5459;PONTA GROSSA SECR MUNIC DE ADMIN E NEGOCIOS JURIDICOS;sim
5462;DINARTE DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA;sim
5464;COIMBRA REPRESENTACOES LTDA SC;sim
5466;M C FREIRE;sim
5468;ORDEM DE STO ANDRE PROVINCIA REGIONAL NORTE FLUMINENSE;sim
5470;A PEREIRA MENDES;sim
5473;ANTONIO Z LINDOSO ADVOCACIA ME SC;sim
5475;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;nao
5478;JOAOZINHO SOARES;sim
5481;JALIFERRO COMERCIAL DE ESQUADRIAS E MAT P CONST LTDA;sim
5483;DIRCE APARECIDA FERRAZ VECCI;sim
5485;MARCELO AFONSO DE FARIA RODRIGUES S J CAMPOS;sim
5487;CLAUDINE TAVARES SARAIVA;sim
5489;CAIXA ESCOLAR E E JOSE BRAZ DE CARVALHO;sim
5491;SAO PAULO SECRETARIA DA EDUCACAO;nao
5494;DIAMETRO EMPREENDIMENTOS LTDA;sim
5496;ZILMA COMERCIO E REPRESENTACOES LTDA;sim
5498;RODI LTDA;sim
5500;MOBILIS GAMES COM DIV DE BRINQUEDOS ELETRONICOS LTDA;sim
5503;PROSEN REPRESENTACOES LTDA ME;sim
5505;TERESINHA APARECIDA DIAS KLAZER ME;sim
5507;ARIETA UTILIDADES DOMESTICAS EPP LTDA;nao
5510;ITIBAN CONTABILIDADE LTDA ME SC;sim
5512;NIKKOR INTERMEDIACAO MERCANTIL SA;nao
5516;COPERNOX INOXIDAVEIS LTDA;sim
5518;ILMA DE SOUZA MEDEIROS;sim
5520;ELETROGAS COMERCIO E REPRESENTACOES LTDA;nao
5522;KI MADEIRAS COMERCIO LTDA;sim
5524;ARTHUR PEDRO FERREIRA ASSIS;sim
5526;ACCACIO MOSCARDI;sim
5528;ELEICAO 2008 NELZA MARIA SAVINO LICHY VEREADOR;sim
5530;J DE OLIVEIRA MUNIZ PANIFICADORA ME;sim
5532;RIALVA ADMINISTRACAO E REPRESENTACOES LTDA;sim
13064;DISK FIO MATERIAIS ELETRICOS LTDA ME;sim
13153;ALFREDO DARCY SILVA RESCHINI ME;sim
5540;KITANDELLA DA PRACA LTDA ME;sim
13202;MARCILIO VIEIRA & CIA LTDA ME;sim
5544;ADAILSON SANTOS ANTUNES ME;sim
11328;JACIARA DE JESUS TEIXEIRA MEI;sim
22220;ODACHAM CONFECCOES LTDA ME;sim
5553;V E C DA COSTA ME;sim
22677;C E C PARTICIPACOES E EMPREENDIMENTOS LTDA;sim
13204;RESERVA PESSOAL DECORACOES LTDA ME;sim
11383;SOLIDA GAS LTDA ME;sim
22673;TORO & BRUDER FOMENTO MERCANTIL LTDA ME;sim
22689;THUNDERBOLT PARTICIPACOES E EMPREENDIMENTOS LTDA;sim
22675;LCRM ADMINISTRACAO E PARTICIPACOES LTDA;sim
22685;MAUI 09 EMPREENDIMENTOS IMOBILIARIOS SA;sim
22729;TECHNICK S PARTICIPACOES LTDA;sim
22781;CENTRO SOCIAL JOSE MARTINS DA SILVA;sim
22679;ARBORE HOLDING EPP LTDA;sim
13653;RAFAEL AMORIM PEREIRA MEI;sim
22546;ICATU HOLDING SA;nao
22916;APP EIM RIO DOS BANHADOS;sim
22910;CLUBE DE MAES DOS BAIRROS SAO RAIMUNDO E GAMBARRINHA;sim
22907;CIRCULO DE PAIS E MESTRES DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL BARBARA HELEODORA;sim
22226;MARIA DE LOURDES MONTINI TRENTINO M E ME;sim
22934;ELEICAO 2012 JOANA MARIA DE BARROS SOUZA VEREADOR;sim
22983;TENDA ESPIRITA SENHORA DAS AGUAS;sim
22936;COMUNIDADE EVANGELICA CAMINHO NOVO;nao
22939;ELEICAO 2012 JANEIDE DA SILVA VEREADOR;sim
22981;ELEICAO 2012 PEDRO ANTONIO VESPASIANO VEREADOR;sim
22987;CONSELHO ESCOLAR DA ESCOLA MUNICIPAL MARIA BATISTA DE AMORIM;sim
22573;ARAUJO PELAGIO INCORPORACAO E EMPREENDIMENTOS IMOBILIARIOS ADMINISTRACAO E PARTICIPACOES LTDA;sim
22945;DIOCESE DE ZE DOCA;nao
22989;ESCOLA DE POLITICAS PUBLICAS E CIDADANIA ATIVA;sim
22979;ELEICAO 2012 VERONICA SOMMER DA SILVA VEREADOR;sim
21620;ERNESTO KIYOMI SETO ME;sim
22566;BV FINANCEIRA SA CREDITO FINANCIAMENTO E INVESTIMENTO;nao
22556;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA APORTE IMEDIATO XIII RENDA FIXA LONGO PRAZO;sim
22560;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CURTO PRAZO FACIL III;sim
22564;AGILEPAR PARTICIPACOES LTDA;sim
19003;GERMANO C MIRANDA ME;sim
22972;ASSOCIACAO DOS SEM HABITACAO EM BRASILIA;sim
22948;ELEICAO 2012 WIRLEN PORTELA ALVAREZ VEREADOR;sim
22575;G&F FACTORING FOMENTO MERCANTIL LTDA ME;nao
18881;RENOVILLE ADMINISTRADORA DE BENS PROPRIOS LTDA ME;nao
22942;PARTIDO DOS TRABALHADORES PT;sim
22970;ELEICAO 2012 UTAMAR VIEIRA GUIMARAES VICE PREFEITO;sim
5600;ALESSANDRO DE MELO MEI;sim
22975;PARTIDO VERDE COMISSAO PROVISORIA MUNICIPAL;sim
23034;ELEICAO 2012 JOVINO CARDOSO DE SA FILHO VEREADOR;sim
19472;NETO AUTO PECAS E SERVICOS LTDA ME;sim
22977;ELEICAO 2012 GEORGE WASHINGTON PEREIRA ALENCAR VEREADOR;sim
22985;CLUBE DA MELHOR IDADE DOS BAIRROS UNIDOS DE FERNANDOPOLIS SP;sim
23046;COMISSAO DIRETORA MUNICIPAL PROVISORIA DE PORTO GRANDE AP;sim
23049;ASSOCIACAO DE APOIO A ESCOLA MUNICIPAL ELDA SILVA BARROS;sim
23052;IGREJA EVANGELICA NOVA JERUSALEM DO JARDIM MORUMBI;sim
22918;ASSOCIACAO DE MORADORES E AMIGOS DO JARDIM ITAU;sim
22991;ELEICAO 2012 ARNALDO JOSE DE TORRES VEREADOR;sim
23007;CLUBE UNIAO FORTALEZA II;sim
23005;ELEICAO 2012 COMITE FINANCEIRO MG UNICO PMDB SENADOR FIRMINO;sim
22927;DIRETORIO MUNICIPAL DO PARTIDO DOS TRABALHADORES PT;sim
23044;GRUPO DE ACAO EM RESPEITO A DIVERSIDADE SEXUAL GARDS;sim
23042;ELEICAO 2012 COMITE FINANCEIRO CE PARA VEREADOR PRP SAO BENEDITO;sim
23010;ELEICAO 2012 COMITE FINANCEIRO GO PARA VEREADOR PHS FORMOSA;sim
23036;DEMOCRATAS;sim
23038;CONDOMINIO EDIFICIO RESIDENCIAL VILLAGE PRAIA;sim
22924;CLUBE DAS MAES DE VILA ALEXANDRINA;sim
22595;CP CENTRAL DE CURSOS LTDA;sim
22591;VERITAS FOMENTO MERCANTIL LTDA;sim
23017;IGREJA DO AMOR DE DEUS MINISTERIO CASA DE ORACAO;sim
22578;CAIXA ECONOMICA FEDERAL;nao
22583;BANCO MERCANTIL DO BRASIL SA;nao
22553;STRESA PARTICIPACOES SA;sim
22540;SHAMASH PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS LTDA;sim
22529;GSE EMPREENDIMENTOS E PARTICIPACOES LTDA;sim
22956;ASSOCIACAO DE FAMILIAS DE ROTARIANOS DE S PAULO;sim
22524;AGA PARTICIPACOES LTDA;sim
14568;HOFFEN COMERCIO DE ROUPAS E ACESSORIOS EPP LTDA;sim
14623;BRUNA MARIA ALMEIDA RIBEIRO ME;sim
14594;INACIO VIRGINIO NEVES DE BARROS ME;sim
14314;JOAO PEDRO BOCHI DO AMARAL MEI;sim
14305;LEONILDA VEDOVETO MOVEIS ME;sim
18668;WINSTON GUTO SEVERINO CARDOSO MEI;sim
22519;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA SICREDI NORTE RS SC;nao
22521;BANCO BRADESCO SA;nao
23001;ASSOCIACAO DE ENSINO SOCIAL PROFISSIONALIZANTE;nao
14275;MKWZ UTILIDADES EM GERAL LTDA ME;sim
22959;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;sim
22954;MITRA DIOCESANA DE PARANAGUA;nao
23153;PARTIDO DA REPUBLICA PR DE RIACHO DE SANTANA;sim
22995;ASSOCIACAO DOS PRODUTORES RURAIS BOA ESPERANCA;sim
22950;ELEICAO 2012 RIVAL GONCALVES DA SILVA VEREADOR;sim
23147;ELEICAO 2012 FERNANDA LINS DE MEDEIROS MAIA VEREADOR;sim
23150;NUCLEO ATMOSFERA DE DANCA TEATRO;sim
23112;UNIAO DOS MORADORES QUILOMBOLA DO POVOADO BOA VISTA;sim
22531;MARABU CORRETORA DE IMOVEIS LTDA ME;sim
23106;COMISSAO PROVISORIA MUNICIPAL DO PARTIDO DEMOCRATICO TRABALHISTA PDT BOFETE;sim
23108;UNID EXEC DA ESC DE ENSINO FUND JOSE GOMES DA SILVA;sim
22952;FRENTE POR UM PARA MAIS FORTE PLEBISCITO 2011;sim
23068;COOPERHAB COOPERATIVA NACIONAL DE HABITACAO;nao
23110;LIGA FEMININA COMUNITARIA DO JARDIM SAO CRISTOVAO;sim
23115;CENTRO SOCIAL INTERDENOMINACIONAL DOS EVANGELICOS NO ESTADO DO ESPIRITO SANTO;sim
22930;A P P ASSOCIACAO DOS PROFISSIONAIS DE PROPAGANDA DA REGIAO DE SAO JOSE DO RIO PRETO;sim
23103;SINDICATO DOS TRAB S G EMP PRIV E S DAS ESCOLAS ESTADUAIS E MUNIC T OTONI MG SINTRASERG;sim
23121;ELEICAO 2012 SILMARA CORREA FRANCO VEREADOR;sim
22920;UNIAO DOS SERVIDORES PUBLICOS DO ESTADO DE SAO PAULO;sim
23020;FUNDACAO ULBRA;sim
23135;ELEICAO 2012 TATIANA DE SOUZA SILVA VEREADOR;sim
23142;ASSOC COMUNITARIA N S APARECIDA DE V N DOS MARTIRIOS;sim
5622;MESAQUE REIS DA SILVA ME;sim
23125;PARTIDO SOCIAL DEMOCRATA CRISTAO PSDC;sim
23123;ELEICAO 2012 CARLOS LOPES MONTEIRO VEREADOR;sim
23128;ASSOCIACAO CULTURAL VIDA E LUZ;sim
23138;CONSELHO ESCOLAR DO COLEGIO ESTADUAL PROFESSOR JOSE PASCHOAL DA SILVA;sim
23095;ELEICAO 2012 SAULO HILARIO DA SILVA ARAUJO VEREADOR;sim
23075;ASSOCIACAO DE PAIS E MESTRES DA EE PROF BENTO DA SILVA CESAR;sim
23079;ELEICAO 2012 IVAN SOUZA PEDROSO FARIAS VEREADOR;sim
23073;MINISTERIO PARA IGREJAS NO SECULO XXI;sim
23100;COMISSAO PROVISORIA DO DEM DEMOCRATAS DE ARAMARI BAHIA;sim
23071;ELEICAO 2012 RONALDO GOMES EVANGELISTA VEREADOR;sim
23077;COMISSAO PROVISORIA DO PARTIDO PROGRESSISTA PP;sim
23081;ASSOCIACAO COMUNITARIA DO SITIO ARARA;sim
23092;DIRETORIO DO PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO PMDB DO MUNICIPIO DE NOSSA SENHORA DE LOURDES;sim
23097;ASSOCIACAO DESPORTIVA INDEPENDENTE;sim
23089;APRUCOR ASSOCIACAO DOS PROD UNIDOS DE C OTONI REGIAO;sim
23083;IGREJA EVANGELHO PLENO DO CATOLE;sim
23086;SINDICATO DOS TRABALHADORES EM TRANSPORTE RODOVIARIO DE PASSAGEIROS LOTACOES E DE CARGAS SECAS DE ESTEIO;sim
23145;ELEICAO 2012 NEBIA MARA MENDONCA MACIEL VEREADOR;sim
23188;ELEICAO 2012 COMITE FINANCEIRO SP PARA VEREADOR PT MENDONCA;sim
23180;ASSEMBLEIA DE DEUS MINISTERIO VALENTES DE CRISTO;nao
20616;JOANA DARC DE SOUZA ME;sim
22599;ITACURUCA EMPREENDIMENTOS & PARTICIPACOES LTDA;sim
22542;EDTFAC FOMENTO COMERCIAL LTDA ME;sim
22533;ALTOS DE SAO JOSE EMPREENDIMENTOS E PARTICIPACOES LTDA;sim
17015;JOSE DA SILVA ME;sim
22537;MARILIA PARTICIPACOES E EMPREENDIMENTOS LTDA;sim
22687;PANORAMA EMPREENDIMENTO IMOBILIARIO LTDA;sim
22588;GRANVILLE FUNDO DE INVESTIMENTO IMOBILIARIO;sim
22661;AVEC ADMINISTRACAO E PARTICIPACOES LTDA;sim
22651;HEZIM PARTICIPACOES LTDA;sim
22648;CLUBE DE INVESTIMENTOS INDICE PRISMA;sim
16642;V I P SL MIDIA E DIVULGACAO LTDA ME;sim
23186;DIOCESE DE ITABIRA;nao
23178;ELEICAO 2012 LUAN POZZEBON DE OLIVEIRA VEREADOR;sim
23166;GRUPO CIENTIFICO RAMATIS;sim
23172;ASSOCIACAO DE PRESTACAO DE SERVICOS REAL;sim
14669;D XEIRO COMERCIO DE PERFUMARIA LTDA ME;sim
16006;J C L DA SILVA ME;sim
16008;WALACE GERALDO DA SILVA MEI;sim
23183;IGREJA INTERNACIONAL DA GRACA DE DEUS;nao
18165;EDIMAR APARECIDO VICENTINI MEI;sim
18086;ILLA INSTITUTO DE BELEZA LTDA ME;sim
23163;FUNDACAO DE PROMOCAO SOCIAL DE MATO GROSSO;nao
22636;CSHG 1120 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;sim
22641;EMEPAR PARTICIPACOES EM SOCIEDADES EMPRESARIAS LTDA;sim
18089;NELMA LUCIA DE BARROS BERBEL MEI;sim
22643;Z S FOMENTO MERCANTIL LTDA ME;sim
22654;LIBRA FOMENTO MERCANTIL LTDA;sim
22670;FORTENAVE AGENCIAMENTO MARITIMO SA;nao
17766;FELIPE VIANNA DUARTE MEI;sim
22666;VIACAO URBANA GUARULHOS SA;sim
22663;MACHADO & MELLO LTDA;nao
22656;CAL PARTICIPACOES E ADMINISTRACAO LTDA;sim
22658;LAJ EMPREENDIMENTOS E PARTICIPACOES LTDA;sim
22633;MTA ENGENHARIA LTDA;sim
16651;TATIANE FABIANO DE ALMEIDA MEI;sim
22965;IGREJA DO EVANGELHO QUADRANGULAR;nao
17705;SATO SERVICOS ADMINISTRATIVOS LTDA ME;sim
22625;CLUBE DE INVESTIMENTO BRASCRED N 093;sim
22611;SKY SOLAR PARTICIPACOES II LTDA;sim
22608;MMR INVESTIMENTOS E PARTICIPACOES SA;sim
22603;PANAGRO EMPREENDIMENTOS FLORESTAIS LTDA;sim
22194;ANA ROSA ALVES MEI;sim
23157;IGREJA EVANGELICA DO SENHOR JESUS CRISTO;nao
22224;JOSE ANTONIO DO NASCIMENTO MEI;sim
22605;BENICCAS ADMINISTRACAO E PARTICIPACOES EPP LTDA;sim
23160;CONDOMINIO ABC SHOPPING CENTER;sim
23155;MOVIMENTO ESTUDANTIL DO BRASIL MEB;nao
22614;CPA PARTICIPACOES SOCIETARIAS LTDA;sim
23195;ASSOCIACAO DOS ADVOGADOS DO IPSEMG;sim
23190;IGREJA UNIVERSAL DO REINO DE DEUS;nao
23193;CENTRO DE UMBANDA CACHOEIRINHA DO XANGO;sim
22235;MARGARETH DA LUZ CORREIA PIRES DE OLIVEIRA MEI;sim
22631;CP 4 CIMENTO PORTLAND SA;sim
23131;LICLUF LIGA CLUBES FESTIVOS;sim
22629;MF DETS PARTICIPACOES LTDA;sim
22237;MUNDAKA INDUSTRIA E COMERCIO DE VESTUARIO LTDA ME;sim
22617;OCEANIC ADMINISTRADORA DE BENS LTDA ME;sim
22619;LINHA VERDE ADMINISTRACAO DE BENS LTDA;sim
23055;IGREJA EVANGELICA MISSIONARIA ASSEMBLEIA DE DEUS MINISTERIO SEMEADORES DE FOGO;sim
5586;JANAINA DE FRAGA REZENDE MEI;sim
23063;GRUPO SOCORRISTA EURIPEDES BARSANULPHO;sim
23057;ASSOCIACAO DOS BUGUEIROS DO MUNICIPIO DE TRAIRI;sim
5608;I A TONHOLO COMERCIO ME;sim
23060;SINDICATO DOS TRAB NO COM HOT BARES REST TUR E HOSP DE SOBRAL E Z NORTE DO CEARA;nao
22708;CLUBE DE INVESTIMENTOS GOOP;sim
23240;ELEICAO 2012 CLAUDIA PATRICIA FLAUSINO VEREADOR;sim
23237;ELEICAO 2012 MARILIA APARECIDA TOMAZ RODRIGUES VEREADOR;sim
23235;ELEICAO 2012 SEBASTIAO JOSCELEI GERMANO VEREADOR;sim
5634;INSUAGRO AGROINDUSTRIAL SA;nao
23233;ELEICAO 2012 RICARDO DOS SANTOS SILVA VEREADOR;sim
23226;ELEICAO 2012 COMITE FINANCEIRO MG UNICO PTC MIRAI;sim
23218;PARTIDO HUMANISTA DA SOLIDARIEDADE PHS;sim
23287;PRP PARTIDO REPUBLICANO PROGRESSISTA;sim
23242;ELEICAO 2012 SILVIO CARLOS MESQUITA SOUZA VEREADOR;sim
23216;ELEICAO 2012 MARIA APARECIDA BATISTA MATOS DE OLIVEIRA VEREADOR;sim
22802;ELEICAO 2012 ANTONIO CARLOS ALVES VEREADOR;sim
23587;SOCIEDADE DE ORTODONTIA DO ESTADO DE ALAGOAS;sim
23623;FRATERNA ASSOCIACAO DE DOIS CORREGOS;sim
23619;PARTIDO SOCIAL DEMOCRATICO;sim
5650;PAES E ALIMENTOS CONGELADOS MT EPP LTDA;nao
23611;PARTIDO TRABALHISTA BRASILEIRO PTB;sim
23291;ASSOCIACAO CARITATIVA E BENEFICENTE A EDUCADORA;nao
23293;ASSOCIACAO DE TRANSPORTE COMPLEMENTAR DE PLANALTO;sim
23222;ELEICAO 2012 MIGUEL SARTORI VICE PREFEITO;sim
5655;C & S PANIFICADORA LTDA ME;sim
5659;DANIELA CORREA CIAMBELLI MEI;sim
23654;PARTIDO REPUBLICANO BRASILEIRO PRB COMISSAO PROVISORIA MUNICIPAL MOMBACA CE;sim
23231;ELEICAO 2012 JOSE EDVALDO RIBEIRO DE SOUZA VEREADOR;sim
23228;SINDICATO RURAL DE XAVANTINA;sim
23224;ELEICAO 2012 CLAUDIONOR LEITE VEREADOR;sim
23656;CLUBE DA PRAIA PRETA;sim
23211;ASSOCIACAO DOS PROPRIETARIOS DE RANCHOS NO POVOADO DO SALOBRA AS MARGENS DO RIO MIRANDA NO MUNICIPIO DE MIRANDA MS;sim
23671;ASSOCIACAO DOS IDOSOS DE NOVA IPIXUNA;sim
23658;ASSOCIACAO COMUNITARIA DO BAIRRO ROSA MISTICA;sim
23649;COMISSAO PROVISORIA PARTIDO DOS TRABALHADORES PT;sim
23263;PARTIDO DA REPUBLICA COMISSAO PROVISORIA MARIBONDO;sim
23244;ASSOCIACAO DOS MINI E PEQ PROD DA ALDEIA CONCEICAO;sim
23652;ELEICAO 2012 MARIA APARECIDA DA SILVA BEZERRA VEREADOR;sim
23279;IGREJA PRESBITERIANA DE MAUA;sim
23284;ASSOCIACAO MISSIONARIA EBENEZER;sim
23646;PARTIDO TRABALHISTA DO BRASIL;sim
23282;UNIAO DOS MORADORES DE PONTAS DE PEDRA;sim
22839;COMISSAO PROVISORIA DO DEMOCRATAS DE SANTA RITA DO ARAGUAIA;sim
23635;ASSOCIACAO EVANGELICA BENEFICENTE E PROMOCIONAL BETE SALEM;sim
23643;CLUBE DE ENGENHARIA DE BARBACENA;sim
23638;LIGA BOQUEIRAOENSE DE FUTEBOL;sim
23258;IGREJA MUNDIAL DO PODER DE DEUS;nao
23640;ELEICAO 2012 MANOEL DE SOUSA VEREADOR;sim
23403;ELEICAO 2012 SONIA MARGARET SOARES LIMONTA VICE PREFEITO;sim
23387;COMUNIDADE APOSTOLICA O ELO DA BENCAO;sim
10747;MARIA RAQUEL MELOTTI TRANSPORTES ME;sim
10760;ELBIA ALVES FREITAS TEIXEIRA ME;sim
22816;COMISSAO PROVISORIA MUNICIPAL DO PARTIDO SOCIALISTA BRASILEIRO DE WANDERLANDIA TO;sim
